Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
BMW 530e,2,4,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,JBMXV02.0H30,small car,7,27/66,31/68,28/67,10,Elite,200
BMW 530i,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXJ02.0B4X,midsize car,7,24,34,27,6,No,324
BMW 530i,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXJ02.0B4X,midsize car,7,24,34,27,6,No,324
BMW 530i,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXJ02.0B4X,midsize car,7,23,33,27,6,No,333
BMW 530i,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXJ02.0B4X,midsize car,7,23,33,27,6,No,333
BMW 540i,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JBMXJ03.0B5X,midsize car,5,21,30,24,5,No,367
BMW 540i,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JBMXJ03.0B5X,midsize car,5,21,30,24,5,No,367
BMW 540i,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JBMXJ03.0B5X,midsize car,5,20,29,23,5,No,380
BMW 540i,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JBMXJ03.0B5X,midsize car,5,20,29,23,5,No,380
BMW 640i Convertible,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXJ03.0F16,small car,3,20,29,23,5,No,378
BMW 640i Convertible,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXJ03.0F16,small car,3,20,29,23,5,No,378
BMW 640i Convertible,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXJ03.0F16,small car,3,19,28,22,4,No,396
BMW 640i Convertible,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXJ03.0F16,small car,3,19,28,22,4,No,396
BMW 640i Gran Coupe,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXJ03.0F16,small car,3,20,29,23,5,No,378
BMW 640i Gran Coupe,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXJ03.0F16,small car,3,20,29,23,5,No,378
BMW 640i Gran Coupe,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXJ03.0F16,small car,3,19,28,22,4,No,396
BMW 640i Gran Coupe,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXJ03.0F16,small car,3,19,28,22,4,No,396
BMW 650i Convertible,4.4,8,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXJ04.4N63,small car,3,17,25,20,4,No,449
BMW 650i Convertible,4.4,8,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXJ04.4N63,small car,3,17,25,20,4,No,449
BMW 650i Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXJ04.4N63,small car,3,16,25,19,3,No,463
BMW 650i Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXJ04.4N63,small car,3,16,25,19,3,No,463
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXJ04.4N63,small car,3,17,25,20,4,No,449
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXJ04.4N63,small car,3,17,25,20,4,No,449
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXJ04.4N63,small car,3,16,25,19,3,No,463
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXJ04.4N63,small car,3,16,25,19,3,No,463
BMW 740e,2,4,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,JBMXV02.0H48,large car,3,25/62,29/68,27/64,9,Yes,214
BMW 740e,2,4,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,JBMXV02.0H48,large car,3,25/62,29/68,27/64,9,Yes,214
BMW 740i,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV03.0B58,large car,3,21,29,24,5,No,372
BMW 740i,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV03.0B58,large car,3,21,29,24,5,No,372
BMW 740i,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV03.0B58,large car,3,20,29,23,5,No,382
BMW 740i,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV03.0B58,large car,3,20,29,23,5,No,382
BMW 750i,4.4,8,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXJ04.4N63,large car,3,17,25,20,4,No,449
BMW 750i,4.4,8,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXJ04.4N63,large car,3,17,25,20,4,No,449
BMW 750i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXJ04.4N63,large car,3,16,25,19,3,No,463
BMW 750i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXJ04.4N63,large car,3,16,25,19,3,No,463
BMW Alpina B6 Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXJ04.4N63,small car,3,16,25,19,3,No,463
BMW Alpina B6 Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXJ04.4N63,small car,3,16,25,19,3,No,463
BMW Alpina B7,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXJ04.4N63,large car,3,16,25,19,3,No,463
BMW Alpina B7,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXJ04.4N63,large car,3,16,25,19,3,No,463
BMW M2,3,6,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXJ03.0F16,small car,3,20,26,22,4,No,395
BMW M2,3,6,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXJ03.0F16,small car,3,20,26,22,4,No,395
BMW M2,3,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXJ03.0F16,small car,3,18,26,21,4,No,430
BMW M2,3,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXJ03.0F16,small car,3,18,26,21,4,No,430
BMW M240i Convertible,3,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV03.0B2X,small car,3,18,27,22,4,No,411
BMW M240i Convertible,3,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV03.0B2X,small car,3,18,27,22,4,No,411
BMW M240i Convertible,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV03.0B2X,small car,3,21,30,24,5,No,362
BMW M240i Convertible,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV03.0B2X,small car,3,21,30,24,5,No,362
BMW M240i Convertible,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV03.0B2X,small car,3,21,30,24,5,No,365
BMW M240i Convertible,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV03.0B2X,small car,3,21,30,24,5,No,365
BMW M240i Coupe,3,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV03.0B2X,small car,3,19,28,22,4,No,401
BMW M240i Coupe,3,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV03.0B2X,small car,3,19,28,22,4,No,401
BMW M240i Coupe,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV03.0B2X,small car,3,21,30,24,5,No,362
BMW M240i Coupe,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV03.0B2X,small car,3,21,30,24,5,No,362
BMW M240i Coupe,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV03.0B2X,small car,3,21,30,24,5,No,365
BMW M240i Coupe,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV03.0B2X,small car,3,21,30,24,5,No,365
BMW M3,3,6,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV03.0S55,small car,3,17,24,20,4,No,450
BMW M3,3,6,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV03.0S55,small car,3,17,24,20,4,No,450
BMW M3,3,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV03.0S55,small car,3,17,25,20,4,No,439
BMW M3,3,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV03.0S55,small car,3,17,25,20,4,No,439
BMW M4 Convertible,3,6,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV03.0S55,small car,3,16,22,19,3,No,481
BMW M4 Convertible,3,6,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV03.0S55,small car,3,16,22,19,3,No,481
BMW M4 Convertible,3,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV03.0S55,small car,3,17,25,20,4,No,450
BMW M4 Convertible,3,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV03.0S55,small car,3,17,25,20,4,No,450
BMW M4 Coupe,3,6,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV03.0S55,small car,3,17,24,20,4,No,450
BMW M4 Coupe,3,6,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV03.0S55,small car,3,17,24,20,4,No,450
BMW M4 Coupe,3,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV03.0S55,small car,3,17,25,20,4,No,439
BMW M4 Coupe,3,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV03.0S55,small car,3,17,25,20,4,No,439
BMW M4 DTM Champions Edition,3,6,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV03.0S55,small car,3,17,24,20,4,No,450
BMW M4 DTM Champions Edition,3,6,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV03.0S55,small car,3,17,24,20,4,No,450
BMW M550i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXJ04.4N63,midsize car,3,16,25,19,3,No,454
BMW M550i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXJ04.4N63,midsize car,3,16,25,19,3,No,454
BMW M6 Convertible,4.4,8,AMS-7,2WD,Gasoline,CA,L2,California LEV-II LEV,JBMXV04.4S63,small car,1,14,20,16,2,No,553
BMW M6 Convertible,4.4,8,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JBMXV04.4S63,small car,1,14,20,16,2,No,553
BMW M6 Convertible,4.4,8,Man-6,2WD,Gasoline,CA,L2,California LEV-II LEV,JBMXV04.4S63,small car,1,15,22,17,3,No,522
BMW M6 Convertible,4.4,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JBMXV04.4S63,small car,1,15,22,17,3,No,522
BMW M6 Gran Coupe,4.4,8,AMS-7,2WD,Gasoline,CA,L2,California LEV-II LEV,JBMXV04.4S63,small car,1,14,20,16,2,No,553
BMW M6 Gran Coupe,4.4,8,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JBMXV04.4S63,small car,1,14,20,16,2,No,553
BMW M6 Gran Coupe,4.4,8,Man-6,2WD,Gasoline,CA,L2,California LEV-II LEV,JBMXV04.4S63,small car,1,15,22,17,3,No,522
BMW M6 Gran Coupe,4.4,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JBMXV04.4S63,small car,1,15,22,17,3,No,522
BMW M760i xDrive,6.6,12,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV06.6N74,large car,3,13,20,16,2,No,571
BMW M760i xDrive,6.6,12,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV06.6N74,large car,3,13,20,16,2,No,571
BMW X1 sDrive28i,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV02.0B46,large car,7,23,32,26,5,No,337
BMW X1 sDrive28i,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV02.0B46,large car,7,23,32,26,5,No,337
BMW X1 xDrive28i,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV02.0B46,large car,7,22,31,25,5,No,349
BMW X1 xDrive28i,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV02.0B46,large car,7,22,31,25,5,No,349
BMW X4 M40i,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXT03.0N55,small SUV,3,18,25,21,4,No,429
BMW X4 M40i,3,6,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,JBMXT03.0N55,small SUV,3,18,25,21,4,No,429
BMW X4 xDrive28i,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXJ02.0N20,small SUV,3,20,28,23,5,No,384
BMW X4 xDrive28i,2,4,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,JBMXJ02.0N20,small SUV,3,20,28,23,5,No,384
BUICK Encore,1.4,4,SemiAuto-6,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,JGMXV01.4001,small SUV,3,27,33,30,7,Yes,298
BUICK Encore,1.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,JGMXV01.4001,small SUV,3,27,33,30,7,Yes,298
BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,JGMXV01.4001,small SUV,3,26,31,28,6,No,319
BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,JGMXV01.4001,small SUV,3,26,31,28,6,No,319
BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,JGMXV01.4099,small SUV,3,24,30,27,6,No,335
BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,JGMXV01.4099,small SUV,3,24,30,27,6,No,335
BUICK Lacrosse,2.5,4,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXV02.5050,midsize car,5,25,35,29,6,No,306
BUICK Lacrosse,2.5,4,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXV02.5050,midsize car,5,25,35,29,6,No,306
BUICK Lacrosse,3.6,6,SemiAuto-9,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXV03.6165,midsize car,5,21,30,24,5,No,367
BUICK Lacrosse,3.6,6,SemiAuto-9,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXV03.6165,midsize car,5,21,30,24,5,No,367
BUICK Lacrosse,3.6,6,SemiAuto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXV03.6165,midsize car,5,20,29,23,5,No,386
BUICK Lacrosse,3.6,6,SemiAuto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXV03.6165,midsize car,5,20,29,23,5,No,386
CADILLAC ATS,2,4,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXV02.0031,small car,5,20,29,23,5,No,388
CADILLAC ATS,2,4,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXV02.0031,small car,5,20,29,23,5,No,388
CADILLAC ATS,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXV02.0031,small car,5,22,31,25,5,No,348
CADILLAC ATS,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXV02.0031,small car,5,22,31,25,5,No,348
CADILLAC ATS,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXV02.0031,small car,5,22,30,25,5,No,358
CADILLAC ATS,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXV02.0031,small car,5,22,30,25,5,No,358
CADILLAC ATS,3.6,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXV03.6165,small car,5,20,30,24,5,No,376
CADILLAC ATS,3.6,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXV03.6165,small car,5,20,30,24,5,No,376
CADILLAC ATS,3.6,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXV03.6165,small car,5,19,27,22,4,No,398
CADILLAC ATS,3.6,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXV03.6165,small car,5,19,27,22,4,No,398
CADILLAC ATS-V,3.6,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JGMXV03.6042,small car,3,16,23,19,3,No,474
CADILLAC ATS-V,3.6,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JGMXV03.6042,small car,3,16,23,19,3,No,474
CADILLAC ATS-V,3.6,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JGMXV03.6042,small car,3,17,25,20,4,No,469
CADILLAC ATS-V,3.6,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JGMXV03.6042,small car,3,17,25,20,4,No,469
CADILLAC CT6,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXV02.0031,large car,5,22,30,25,5,No,360
CADILLAC CT6,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXV02.0031,large car,5,22,30,25,5,No,360
CADILLAC CT6,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JGMXV03.6042,large car,3,18,26,21,4,No,424
CADILLAC CT6,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JGMXV03.6042,large car,3,18,26,21,4,No,424
CADILLAC CT6,3.6,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXV03.6165,large car,5,18,27,21,4,No,416
CADILLAC CT6,3.6,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXV03.6165,large car,5,18,27,21,4,No,416
CADILLAC CTS,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXV02.0031,midsize car,5,22,30,25,5,No,360
CADILLAC CTS,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXV02.0031,midsize car,5,22,30,25,5,No,360
CADILLAC CTS,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXV02.0031,midsize car,5,21,29,24,5,No,368
CADILLAC CTS,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXV02.0031,midsize car,5,21,29,24,5,No,368
CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JGMXV03.6042,midsize car,3,16,24,19,3,No,488
CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JGMXV03.6042,midsize car,3,16,24,19,3,No,488
CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXV03.6165,midsize car,5,20,30,24,5,No,376
CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXV03.6165,midsize car,5,20,30,24,5,No,376
CADILLAC CTS,3.6,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXV03.6165,midsize car,5,19,27,22,4,No,398
CADILLAC CTS,3.6,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXV03.6165,midsize car,5,19,27,22,4,No,398
CADILLAC CTS-V,6.2,8,SemiAuto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JGMXV06.2089,midsize car,1,14,21,17,3,No,530
CADILLAC CTS-V,6.2,8,SemiAuto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JGMXV06.2089,midsize car,1,14,21,17,3,No,530
CADILLAC Escalade,6.2,8,Auto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JGMXT06.2374,standard SUV,3,14,23,17,3,No,517
CADILLAC Escalade,6.2,8,Auto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JGMXT06.2374,standard SUV,3,14,23,17,3,No,517
CADILLAC Escalade,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JGMXT06.2374,standard SUV,3,14,21,17,3,No,533
CADILLAC Escalade,6.2,8,Auto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JGMXT06.2374,standard SUV,3,14,21,17,3,No,533
CADILLAC XT5,3.6,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXT03.6151,small SUV,5,19,26,22,4,No,405
CADILLAC XT5,3.6,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXT03.6151,small SUV,5,19,26,22,4,No,405
CADILLAC XT5,3.6,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXT03.6151,small SUV,5,18,25,21,4,No,423
CADILLAC XT5,3.6,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXT03.6151,small SUV,5,18,25,21,4,No,423
CHEVROLET Camaro,2,4,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXV02.0031,small car,5,20,30,23,5,No,379
CHEVROLET Camaro,2,4,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXV02.0031,small car,5,20,30,23,5,No,379
CHEVROLET Camaro,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXV02.0031,small car,5,22,31,25,5,No,354
CHEVROLET Camaro,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXV02.0031,small car,5,22,31,25,5,No,354
CHEVROLET Camaro,3.6,6,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXV03.6165,small car,5,16,28,20,4,No,437
CHEVROLET Camaro,3.6,6,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXV03.6165,small car,5,16,28,20,4,No,437
CHEVROLET Camaro,3.6,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXV03.6165,small car,5,19,29,23,5,No,396
CHEVROLET Camaro,3.6,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXV03.6165,small car,5,19,29,23,5,No,396
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JGMXV06.2089,small car,1,14,20,16,2,No,559
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JGMXV06.2089,small car,1,14,20,16,2,No,559
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JGMXV06.2090,small car,1,16,25,19,3,No,457
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JGMXV06.2090,small car,1,16,25,19,3,No,457
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JGMXV06.2089,small car,1,13,21,15,2,No,582
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JGMXV06.2089,small car,1,13,21,15,2,No,582
CHEVROLET Camaro,6.2,8,SemiAuto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JGMXV06.2090,small car,1,17,27,20,4,No,442
CHEVROLET Camaro,6.2,8,SemiAuto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JGMXV06.2090,small car,1,17,27,20,4,No,442
CHEVROLET Colorado,2.5,4,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXT02.5200,pickup,5,20,26,22,4,No,406
CHEVROLET Colorado,2.5,4,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXT02.5200,pickup,5,20,26,22,4,No,406
CHEVROLET Colorado,2.5,4,Auto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXT02.5200,pickup,5,19,24,21,4,No,429
CHEVROLET Colorado,2.5,4,Auto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXT02.5200,pickup,5,19,24,21,4,No,429
CHEVROLET Colorado,2.5,4,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXT02.5200,pickup,5,20,26,22,4,No,403
CHEVROLET Colorado,2.5,4,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXT02.5200,pickup,5,20,26,22,4,No,403
