id,date,time,country_name,state/province,population,landslide_type,trigger,fatalities
6862,3/12/15,4:00,United States,Ohio,66982,Mudslide,Unknown,0.0
6875,3/15/15,13:30,United States,Pennsylvania,2801,Other,Unknown,0.0
6879,3/17/15,,United States,Kentucky,6903,Unknown,Unknown,0.0
6886,3/17/15,,United States,Kentucky,16325,Mudslide,Unknown,0.0
6888,3/18/15,Morning,United States,Ohio,3924,Landslide,Unknown,0.0
6893,3/18/15,Night,Ecuador,Loja,13035,Landslide,Continuous rain,0.0
6900,3/18/15,,Ecuador,Loja,117796,Landslide,Continuous rain,0.0
6901,3/18/15,,Ecuador,Loja,18565,Landslide,Continuous rain,0.0
6902,3/18/15,,Ecuador,Azuay,276964,Landslide,Continuous rain,0.0
6903,3/6/15,,United States,Kentucky,717,Mudslide,Rain,0.0
6914,3/21/15,,Colombia,Putumayo,4350,Landslide,Unknown,0.0
6916,5/18/15,3:00,Colombia,Antioquia,6428,Mudslide,Rain,92.0
6918,3/20/15,,United States,Arkansas,12943,Landslide,Unknown,0.0
6920,3/14/15,,United States,Ohio,2620,Landslide,Flooding,0.0
6940,6/19/15,,United States,Colorado,6900,Landslide,Continuous rain,0.0
6943,6/17/15,,Costa Rica,Alajuela,3010,Landslide,Continuous rain,0.0
6951,6/21/15,Morning,United States,Maryland,2953,Mudslide,Downpour,0.0
6952,6/18/15,,United States,Oklahoma,2739,Mudslide,Continuous rain,0.0
6953,6/18/15,,United States,Pennsylvania,1432,Landslide,,0.0
6954,6/18/15,6:45,United States,Oklahoma,2683,Landslide,Tropical cyclone,0.0
6955,6/16/15,,United States,Wyoming,9520,mudslide,Downpour,0.0
6956,6/16/15,Morning,United States,Arkansas,3684,Landslide,Continuous rain,0.0
6957,6/16/15,,United States,Pennsylvania,20978,Landslide,Continuous rain,0.0
6958,6/15/15,20:30,United States,Pennsylvania,1233,Mudslide,Flooding,0.0
6960,6/10/15,,United States,Alabama,23330,Landslide,Continuous rain,0.0
6986,6/13/15,13:00,Colombia,Cauca,1972,Landslide,Rain,0.0
6987,6/23/15,21:00,United States,Pennsylvania,1569,Landslide,Unknown,0.0
6991,6/5/15,12:00,United States,Arizona,7247,Mudslide,Downpour,0.0
6994,4/29/15,,United States,Colorado,12088,Landslide,Continuous rain,0.0
6999,6/3/15,Afternoon,Costa Rica,Alajuela,7014,Rockfall,Downpour,0.0
7008,6/27/15,,United States,New Mexico,1021,Rockslide,Unknown,0.0
7009,6/27/15,,United States,Pennsylvania,1320,Mudslide,Downpour,0.0
7017,6/2/15,7:30,United States,New Jersey,146199,Rockfall,Downpour,0.0
7019,5/30/15,Afternoon,United States,Utah,112488,Landslide,Continuous rain,0.0
7024,5/31/15,evening,United States,Pennsylvania,6025,Mudslide,Downpour,0.0
7025,5/29/15,,United States,Oklahoma,39223,Mudslide,Downpour,0.0
7030,6/24/15,,United States,Wyoming,3009,Landslide,Downpour,0.0
7042,,Morning,United States,Kansas,857,Mudslide,Downpour,0.0
7046,5/23/15,,United States,Oklahoma,1114,Landslide,Flooding,0.0
7047,5/11/15,,United States,Colorado,18867,Mudslide,Continuous rain,0.0
7048,5/21/15,,United States,Colorado,416427,Mudslide,Continuous rain,0.0
7049,5/20/15,,United States,Wyoming,1271,Rockfall,Downpour,0.0
7051,5/19/15,,United States,Colorado,3546,Mudslide,Continuous rain,0.0
7052,5/19/15,,United States,Colorado,3582,Landslide,Continuous rain,0.0
7053,5/19/15,,United States,Colorado,3582,Landslide,Continuous rain,0.0
7054,5/20/15,,United States,Kentucky,2139,Landslide,Unknown,0.0
7055,5/19/15,,Canada,Ontario,22625,Mudslide,Unknown,0.0
7056,5/17/15,,Mexico,Baja California,1173,Landslide,Rain,0.0
7060,5/13/15,,United States,Colorado,6680,Landslide,Continuous rain,0.0
7064,5/10/15,,United States,Arkansas,1012,Landslide,Downpour,0.0
7065,5/9/15,12:20,United States,Pennsylvania,3744,Landslide,Unknown,0.0
7078,7/2/15,,United States,Colorado,2617,Mudslide,Unknown,0.0
7080,,13:00,United States,Ohio,4113,Landslide,Unknown,0.0
7082,7/3/15,,United States,Colorado,637,Landslide,Unknown,0.0
7085,6/30/15,,United States,Kentucky,2304,Landslide,Downpour,0.0
7114,7/8/15,Evening,United States,Colorado,1293,Mudslide,Continuous rain,0.0
7115,7/7/15,,United States,West Virginia,2676,Creep,Continuous rain,0.0
7120,4/27/15,,United States,Kentucky,4456,Landslide,Unknown,0.0
7122,4/23/15,,United States,Kentucky,2139,Mudslide,Downpour,0.0
7124,4/20/15,,United States,New York,8195,Landslide,Construction,0.0
7128,4/20/15,,United States,Kentucky,3255,Mudslide,Unknown,0.0
7129,4/20/15,,United States,Mississippi,9486,landslide,Continuous rain,0.0
7130,4/19/15,,United States,Pennsylvania,2633,Landslide,Unknown,0.0
7132,4/17/15,,United States,Maryland,5439,Landslide,Downpour,0.0
7135,4/18/15,,United States,West Virginia,13450,Mudslide,Unknown,0.0
7136,4/17/15,,United States,Pennsylvania,1746,Landslide,Unknown,0.0
7137,4/17/15,17:00,Canada,Nova Scotia,2052,,Unknown,0.0
7142,7/7/15,overnight,United States,Colorado,2325,Landslide,Continuous rain,0.0
7143,4/14/15,Night,United States,Kentucky,6903,Mudslide,Downpour,0.0
7144,4/14/15,Afternoon,United States,Kentucky,3255,Landslide,Downpour,0.0
7145,4/14/15,,United States,Kentucky,31364,Mudslide,Downpour,0.0
7146,4/14/15,,United States,Kentucky,5245,Landslide,Downpour,0.0
7147,4/14/15,,United States,Kentucky,486,Rockfall,Downpour,0.0
7149,4/14/15,9:00,United States,Kentucky,3255,Mudslide,Downpour,0.0
7150,4/14/15,,United States,Kentucky,4456,Mudslide,Downpour,0.0
7151,4/11/15,8:30,United States,West Virginia,1860,Landslide,Continuous rain,0.0
7152,4/10/15,,United States,Ohio,1526,Landslide,Continuous rain,0.0
7153,4/10/15,,United States,West Virginia,1482,Landslide,Continuous rain,0.0
7154,4/10/15,,United States,West Virginia,13175,Landslide,Continuous rain,0.0
7162,7/12/15,,United States,Pennsylvania,6303,Rockfall,Unknown,0.0
7163,7/8/15,Afternoon,United States,New Mexico,1770,Mudslide,Continuous rain,0.0
7165,,12:15,United States,Indiana,2085,Landslide,Rain,0.0
7179,7/6/15,,Costa Rica,San José,1355,Landslide,Downpour,0.0
7180,7/6/15,,Costa Rica,San José,0,Landslide,Downpour,0.0
7181,4/3/15,,United States,Kentucky,6903,Mudslide,Downpour,0.0
7182,4/3/15,Night,United States,West Virginia,1358,Mudslide,Downpour,0.0
7183,4/3/15,Morning,United States,Kentucky,3255,Mudslide,Downpour,0.0
7187,4/2/15,,United States,Ohio,565,Riverbank collapse,Unknown,0.0
7193,7/13/15,,United States,West Virginia,994,Landslide,Continuous rain,0.0
7197,7/12/15,13:00,United States,West Virginia,1036,Landslide,Continuous rain,0.0
7199,7/14/15,2:00,United States,Ohio,1551,Mudslide,Downpour,0.0
7200,7/14/15,,United States,Tennessee,6097,Landslide,Continuous rain,0.0
7201,7/14/15,,United States,West Virginia,1227,Mudslide,Continuous rain,0.0
7216,7/13/15,,United States,West Virginia,1009,Landslide,Downpour,0.0
7217,7/13/15,,United States,West Virginia,1009,Landslide,downpour,0.0
7218,7/11/15,overnight,United States,Missouri,17916,Landslide,Continuous rain,0.0
7219,7/14/15,,United States,Kentucky,6903,Landslide,Continuous rain,0.0
7228,7/19/15,,United States,California,57065,Rockfall,Downpour,0.0
7229,7/19/15,,United States,California,20292,Landslide,Downpour,0.0
7230,7/19/15,,United States,California,1502,Landslide,Downpour,0.0
7231,7/19/15,,United States,California,10109,Landslide,Downpour,0.0
7232,7/19/15,,United States,California,20292,Landslide,Downpour,0.0
7233,7/19/15,,United States,California,1006,Landslide,Downpour,0.0
7235,7/18/15,Night,United States,Ohio,5338,Mudslide,Downpour,0.0
7237,7/10/15,,United States,Missouri,12790,Mudslide,Continuous rain,0.0
7240,7/18/15,15:20,United States,California,51367,Rockfall,Downpour,0.0
7257,7/21/15,,United States,West Virginia,1638,Landslide,Downpour,0.0
7290,7/27/15,17:00,United States,Massachusetts,1318,Mudslide,Downpour,0.0
7291,7/27/15,,United States,Massachusetts,1222,Mudslide,Downpour,0.0
7322,8/13/15,Night,United States,Utah,1344,Mudslide,Downpour,0.0
7340,8/15/15,,United States,Colorado,416427,Landslide,Rain,0.0
7343,10/1/15,21:30,Guatemala,Guatemala,67994,Mudslide,Rain,280.0
7344,10/2/15,,United States,North Carolina,7848,Mudslide,Rain,0.0
7345,10/19/15,,Guatemala,Guatemala,67994,Mudslide,Tropical cyclone,0.0
7346,10/19/15,,Guatemala,Santa Rosa,3634,Landslide,Tropical cyclone,0.0
7347,10/19/15,,Guatemala,Suchitepeque,2680,Landslide,Rain,0.0
7348,7/19/15,,United States,California,193365,Debris flow,Downpour,0.0
7368,8/9/15,,United States,Arizona,1443,Debris flow,Downpour,0.0
7399,4/13/07,,United States,Pennsylvania,3165,Landslide,Unknown,0.0
7402,1/29/16,,Colombia,Huila,8044,Landslide,Rain,0.0
7403,4/29/11,12:00,Ecuador,Pichincha,1399814,Landslide,Rain,0.0
7407,8/2/15,13:50,United States,Utah,7979,Mudslide,Downpour,0.0
7412,6/6/15,,Guatemala,Guatemala,28492,Landslide,Rain,0.0
7413,9/27/15,,Guatemala,Chimaltenango,16494,Landslide,Rain,0.0
7414,9/27/15,,Guatemala,Guatemala,473080,Landslide,Rain,0.0
7415,9/27/15,,Guatemala,Guatemala,141455,Landslide,Rain,0.0
7416,9/27/15,,Guatemala,Sololá,3588,Landslide,Rain,0.0
7417,9/27/15,,Guatemala,Sololá,2605,Landslide,Rain,0.0
7418,9/27/15,,Guatemala,Guatemala,994938,Landslide,Rain,0.0
7419,9/27/15,,Guatemala,Guatemala,994938,Landslide,Rain,0.0
7420,9/27/15,,Guatemala,Guatemala,994938,Landslide,Rain,0.0
7421,9/27/15,,Guatemala,Guatemala,994938,Landslide,Rain,0.0
7422,9/27/15,,Guatemala,Guatemala,994938,Landslide,Rain,0.0
7423,9/27/15,,Guatemala,Guatemala,994938,Landslide,Rain,0.0
7424,9/27/15,,Guatemala,Guatemala,994938,Landslide,Rain,0.0
7425,9/27/15,,Guatemala,Guatemala,994938,Landslide,Rain,0.0
7426,9/27/15,,Guatemala,Guatemala,994938,Landslide,Rain,0.0
7427,9/27/15,,Guatemala,Quiché,79759,Landslide,Rain,2.0
7428,7/11/15,Morning,Guatemala,Guatemala,97172,Landslide,Rain,0.0
7429,11/23/15,,Guatemala,Guatemala,97172,Landslide,Rain,0.0
7430,10/7/15,,Mexico,Tabasco,1042,Landslide,Rain,0.0
7431,10/7/15,,Mexico,Tabasco,2500,Landslide,Rain,0.0
7432,9/23/15,,Guatemala,Sacatepéquez,3214,Landslide,Continuous rain,0.0
7433,10/15/15,,Guatemala,Alta Verapaz,4671,Landslide,Rain,1.0
7434,5/4/15,13:32,Guatemala,Escuintla,11121,Landslide,Unknown,0.0
7435,11/24/15,,Guatemala,Guatemala,122194,Landslide,Rain,0.0
7436,9/6/15,Afternoon,Guatemala,Sololá,2605,Debris flow,Rain,0.0
7437,11/24/15,10:00,Belize,Cayo,13381,Rockfall,Mining digging,0.0
7438,7/18/15,,El Salvador,Santa Ana,10095,Landslide,Rain,0.0
7439,10/6/15,,Guatemala,Quetzaltenango,45654,Landslide,Rain,0.0
7440,11/3/15,1:00,El Salvador,La Libertad,124694,Mudslide,Rain,0.0
7441,11/4/15,,El Salvador,La Libertad,124694,Other,Rain,0.0
7442,10/19/15,,El Salvador,Sonsonate,9936,Landslide,Downpour,0.0
7443,6/9/15,,Honduras,El Paraíso,1160,Landslide,Unknown,0.0
7444,10/29/15,,Costa Rica,San José,26047,Landslide,Rain,0.0
7445,9/17/15,,Mexico,Veracruz,1005,Landslide,Rain,6.0
7446,9/28/15,,Honduras,Francisco Morazán ,1438,Landslide,Rain,0.0
7447,9/28/15,,Honduras,Francisco Morazán ,850848,Other,Downpour,0.0
7448,6/11/15,,Honduras,Choluteca,1164,Landslide,Rain,0.0
7449,12/15/15,,Honduras,Choluteca,1199,Rockfall,Rain,1.0
7450,9/7/15,,Panama,Colón,0,Landslide,Downpour,0.0
7451,7/2/15,,Panama,Colón,1146,Other,Construction,1.0
7452,11/16/15,,Panama,Colón,29607,Landslide,Rain,0.0
7453,6/5/15,Afternoon,Panama,Panamá,0,Landslide,Downpour,0.0
7454,10/16/15,18:00,Honduras,Comayagua,1389,Rockfall,Rain,0.0
7455,10/29/15,,Honduras,Comayagua,4673,Landslide,Continuous rain,1.0
7456,10/16/15,23:00,Honduras,Comayagua,1470,Landslide,Rain,5.0
7457,9/6/15,,Honduras,Copán,27753,Landslide,Continuous rain,0.0
7458,9/6/15,,Honduras,Copán,27753,Landslide,Continuous rain,0.0
7459,11/21/15,22:30,Honduras,Copán,1340,Landslide,Rain,1.0
7460,9/25/15,,Honduras,La Paz,1463,Landslide,Rain,0.0
7461,9/24/15,,Honduras,Copán,1452,Landslide,Rain,0.0
7462,9/25/15,,Honduras,Ocotepeque,1416,Landslide,Rain,0.0
7463,6/13/15,Morning,Honduras,Francisco Morazán ,2295,Rockfall,Rain,0.0
7464,9/28/15,Morning,Honduras,Santa Bárbara,1811,Rockfall,Rain,0.0
7465,5/13/15,,Mexico,Guerrero,652136,Landslide,Construction,0.0
7466,10/21/15,,Honduras,Francisco Morazán ,1817,Rockfall,Unknown,0.0
7467,1/22/15,,Honduras,Yoro,2188,Rockfall,Continuous rain,0.0
7468,6/13/15,Afternoon,Honduras,Francisco Morazán ,1121,Landslide,Downpour,0.0
7469,12/16/15,,Mexico,Tabasco,1732,Riverbank collapse,Flooding,0.0
7470,10/8/15,,Nicaragua,Jinotega,6955,Landslide,Rain,0.0
7471,2/19/16,,Nicaragua,Jinotega,51073,Landslide,Rain,0.0
7472,12/1/15,,Jamaica,Saint Catherine,12873,Landslide,Rain,0.0
7473,12/1/15,,Jamaica,Saint Ann,13671,Landslide,Rain,0.0
7474,12/1/15,,Jamaica,Portland,14400,Landslide,Rain,0.0
7475,9/27/15,,Nicaragua,Madriz,1257,Landslide,Downpour,0.0
7476,9/27/15,,Nicaragua,Madriz,1257,Landslide,Rain,0.0
7477,6/12/15,,Nicaragua,Managua,1902,Landslide,Rain,0.0
7478,6/10/15,Night,Nicaragua,Ogun State,6315,Landslide,Rain,0.0
7479,10/3/15,Night,Mexico,Guerrero,1201,Landslide,Tropical cyclone,0.0
7480,7/23/15,,Nicaragua,Ogun State,16056,Landslide,Rain,0.0
7481,5/13/15,,Nicaragua,Masaya,2111,Debris flow,Rain,0.0
7482,9/28/15,Afternoon,Honduras,Francisco Morazán ,850848,Landslide,Downpour,0.0
7483,9/28/15,Morning,Honduras,Francisco Morazán ,1449,Landslide,Downpour,0.0
7484,9/9/15,,Honduras,Francisco Morazán ,2055,Other,Unknown,0.0
7485,9/20/15,,Honduras,Francisco Morazán ,850848,Riverbank collapse,Flooding,0.0
7486,10/27/15,,Costa Rica,Alajuela,5745,Mudslide,Rain,0.0
7487,11/18/15,1:11,Costa Rica,Alajuela,47494,Landslide,Unknown,1.0
7488,10/29/15,,Costa Rica,Alajuela,11853,Landslide,Downpour,1.0
7489,6/21/15,Morning,Panama,Bocas del Toro,993,Landslide,Rain,0.0
7490,10/15/15,,Costa Rica,Cartago,4060,Landslide,Downpour,0.0
7491,3/20/15,8:00,Costa Rica,Cartago,6784,Other,Volcano,0.0
7492,3/18/15,,Costa Rica,Cartago,26594,Landslide,Downpour,0.0
7493,11/23/15,,Costa Rica,Puntarenas,11680,Landslide,Unknown,0.0
7494,9/25/15,,Costa Rica,San José,335007,Landslide,Rain,0.0
7495,11/5/15,,Costa Rica,San José,5467,Landslide,Rain,0.0
7496,11/11/15,,Costa Rica,San José,8292,Landslide,Rain,0.0
7497,6/29/15,,Panama,Bocas del Toro,22900,Landslide,Downpour,0.0
7498,6/29/15,,Panama,Bocas del Toro,918,Landslide,Downpour,0.0
7499,12/21/15,,Panama,Bocas del Toro,0,Mudslide,Rain,0.0
7500,5/24/15,23:30,Panama,Bocas del Toro,918,Mudslide,Rain,0.0
7501,10/8/15,,Panama,Bocas del Toro,0,Landslide,Rain,0.0
7502,2/10/15,,Panama,Chiriquí,0,Landslide,Rain,0.0
7503,11/23/15,,Panama,Chiriquí,1908,Landslide,Rain,0.0
7504,11/22/15,,Panama,Chiriquí,0,Landslide,Rain,0.0
7505,8/26/15,,Panama,Chiriquí,0,Landslide,Continuous rain,0.0
7506,9/10/15,,Panama,Panamá,321501,Landslide,Downpour,0.0
7507,11/11/15,,Panama,Chiriquí,2823,Landslide,Downpour,0.0
7508,9/17/15,,Panama,Coclé,0,Landslide,Flooding,0.0
7509,9/10/15,,Panama,Panamá,321501,Landslide,Downpour,0.0
7510,8/31/15,,Panama,Panamá,321501,Landslide,Downpour,0.0
7511,8/31/15,,Panama,Panamá,321501,Landslide,Downpour,0.0
7512,9/22/15,,Panama,Panamá,76815,Landslide,Downpour,0.0
7513,5/9/15,,Colombia,Antioquia,4811,Landslide,Downpour,0.0
7514,5/23/15,,Mexico,Chiapas,3796,Landslide,Rain,0.0
7515,10/21/15,,Mexico,Chiapas,19092,Landslide,Rain,0.0
7516,10/21/15,,Mexico,Chiapas,18608,Landslide,Rain,0.0
7517,9/12/15,,Mexico,Chiapas,6089,Landslide,Rain,0.0
7518,10/15/15,,Mexico,Tabasco,32415,Landslide,Flooding,0.0
7519,2/24/16,,United States,Virginia,1371,Landslide,Unknown,0.0
7520,2/24/16,Night,United States,Pennsylvania,5951,Rockfall,Rain,0.0
7521,2/15/16,Morning,United States,Colorado,9614,Rockfall,Freeze thaw,0.0
7522,2/24/16,,United States,Virginia,1128,Rockfall,Unknown,0.0
7524,2/21/16,14:00,United States,West Virginia,51400,Landslide,Unknown,0.0
7526,2/24/16,Morning,Canada,Ontario,519949,Rockfall,Freeze thaw,0.0
7527,1/28/16,9:45,United States,North Carolina,1241,Rockfall,Unknown,0.0
7528,2/24/16,4:00,United States,Ohio,1560,Rockfall,Rain,0.0
7529,2/27/16,,United States,Idaho,939,Rockfall,Unknown,0.0
7530,2/27/16,15:30,United States,Idaho,485,Rockfall,Rain,0.0
7531,2/14/16,,United States,Colorado,16887,Rockfall,Freeze thaw,0.0
7532,2/26/16,15:00,United States,Tennessee,2020,Rockfall,Unknown,0.0
7533,2/27/16,12:15,United States,West Virginia,2184,Rockfall,Unknown,0.0
7534,11/29/15,,United States,North Carolina,1646,Mudslide,Unknown,0.0
7535,12/7/15,,United States,North Carolina,1646,Rockfall,,0.0
7537,2/22/16,0:00,United States,West Virginia,51400,Mudslide,Unknown,0.0
7539,2/23/16,,United States,West Virginia,2406,Landslide,Rain,0.0
7540,2/26/16,21:06,United States,West Virginia,1048,Rockfall,Unknown,0.0
7541,3/2/16,8:00,United States,Vermont,2066,Rockfall,Unknown,0.0
