Name,Symbol,LastSale,MarketCapLabel,MarketCapAmount,IPOyear,Sector,industry,Summary Quote
"Applied Materials, Inc.",AMAT,25.13,$30.7B,30700000000,1972,Technology,Semiconductors,http://www.nasdaq.com/symbol/amat
Applied Micro Circuits Corporation,AMCC,4.84,$383.04M,383040000,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/amcc
"Applied Optoelectronics, Inc.",AAOI,10.22,$151.42M,151420000,2013,Technology,Semiconductors,http://www.nasdaq.com/symbol/aaoi
Approach Resources Inc.,AREX,7.2,$284.8M,284800000,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/arex
"Apricus Biosciences, Inc",APRI,1.94,$86M,86000000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apri
"Aptose Biosciences, Inc.",APTO,4.6241,$54.1M,54100000,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/apto
"Aquinox Pharmaceuticals, Inc.",AQXP,10.45,$111.76M,111760000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aqxp
AR Capital Acquisition Corp.,AUMA,9.78,$293.4M,293400000,2014,Finance,Business Services,http://www.nasdaq.com/symbol/auma
AR Capital Acquisition Corp.,AUMAU,9.85,n/a,0,2014,n/a,n/a,http://www.nasdaq.com/symbol/aumau
AR Capital Acquisition Corp.,AUMAW,0.24,n/a,0,2014,Finance,Business Services,http://www.nasdaq.com/symbol/aumaw
Aradigm Corporation,ARDM,7.261,$106.93M,106930000,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ardm
"Aratana Therapeutics, Inc.",PETX,16.98,$589.3M,589300000,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/petx
ArborGen Inc.,ARBR,n/a,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arbr
"ARC Group Worldwide, Inc.",ARCW,6.27,$94.55M,94550000,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arcw
"ARCA biopharma, Inc.",ABIO,0.6975,$14.75M,14750000,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/abio
ArcBest Corporation,ARCB,41.38,$1.08B,1080000000,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/arcb
Arch Capital Group Ltd.,ACGL,60.04,$7.75B,7750000000,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acgl
Arctic Cat Inc.,ACAT,36.36,$470.75M,470750000,1990,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/acat
"Ardelyx, Inc.",ARDX,17.18,$318.52M,318520000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ardx
"Arena Pharmaceuticals, Inc.",ARNA,4.65,$1.02B,1020000000,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arna
Ares Capital Corporation,ARCC,16.92,$5.31B,5310000000,2004,n/a,n/a,http://www.nasdaq.com/symbol/arcc
"Argo Group International Holdings, Ltd.",AGII,52.39,$1.35B,1350000000,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agii
"Argo Group International Holdings, Ltd.",AGIIL,25.181,n/a,0,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agiil
"Argos Therapeutics, Inc.",ARGS,9.19,$180.64M,180640000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/args
"ARI Network Services, Inc.",ARIS,3.61,$51.37M,51370000,1991,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/aris
"ARIAD Pharmaceuticals, Inc.",ARIA,8.06,$1.51B,1510000000,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aria
Ark Restaurants Corp.,ARKR,24.45,$82.76M,82760000,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arkr
ARM Holdings plc,ARMH,51.68,$24.19B,24190000000,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/armh
Arotech Corporation,ARTX,2.61,$63.8M,63800000,1994,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artx
Arowana Inc.,ARWA,n/a,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arwa
"ArQule, Inc.",ARQL,1.35,$84.74M,84740000,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arql
Array BioPharma Inc.,ARRY,8.24,$1.15B,1150000000,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arry
"ARRIS Group, Inc.",ARRS,28.59,$4.14B,4140000000,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs
Arrow DWA Tactical ETF,DWAT,10.7499,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwat
Arrow Financial Corporation,AROW,26.31,$331.69M,331690000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/arow
Arrowhead Research Corporation,ARWR,7.38,$404.37M,404370000,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/arwr
Artesian Resources Corporation,ARTNA,21.59,$192.19M,192190000,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna
"Art&#39;s-Way Manufacturing Co., Inc.",ARTW,4.68,$18.95M,18950000,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artw
"Aruba Networks, Inc.",ARUN,18.43,$2.02B,2020000000,2007,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/arun
"Asante Solutions, Inc.",PUMP,n/a,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pump
"ASB Bancorp, Inc.",ASBB,20.4,$89.32M,89320000,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbb
"Ascena Retail Group, Inc.",ASNA,13.16,$2.14B,2140000000,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna
Ascendis Pharma A/S,ASND,19.34,$443.58M,443580000,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asnd
"Ascent Capital Group, Inc.",ASCMA,46.18,$636.36M,636360000,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma
"Ascent Solar Technologies, Inc.",ASTI,1.7,$27.62M,27620000,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/asti
Asia Pacific Wire & Cable Corporation Limited,APWC,2.5,$34.5M,34500000,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc
ASM International N.V.,ASMI,44.23,$2.82B,2820000000,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asmi
ASML Holding N.V.,ASML,104.85,$45.39B,45390000000,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml
"Aspen Technology, Inc.",AZPN,39.07,$3.45B,3450000000,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn
"Assembly Biosciences, Inc.",ASMB,14.95,$159.17M,159170000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asmb
"Asta Funding, Inc.",ASFI,8.44,$109.6M,109600000,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi
"Astec Industries, Inc.",ASTE,39.27,$900.41M,900410000,1986,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste
"Astro-Med, Inc.",ALOT,14.78,$107M,107000000,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot
Astronics Corporation,ATRO,66.89,$1.46B,1460000000,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro
Astrotech Corporation,ASTC,3.1799,$63.64M,63640000,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/astc
Asure Software Inc,ASUR,5.93,$35.87M,35870000,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur
ATA Inc.,ATAI,4.37,$100.71M,100710000,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai
"Atara Biotherapeutics, Inc.",ATRA,21.32,$519.36M,519360000,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/atra
"athenahealth, Inc.",ATHN,132.96,$5.08B,5080000000,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn
Athens Bancshares Corporation,AFCB,25.45,$45.85M,45850000,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/afcb
"Athersys, Inc.",ATHX,2.37,$183.71M,183710000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx
Atlantic American Corporation,AAME,3.99,$82.28M,82280000,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame
Atlantic Coast Financial Corporation,ACFC,3.88,$60.18M,60180000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc
"Atlantic Tele-Network, Inc.",ATNI,65,$1.03B,1030000000,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni
Atlanticus Holdings Corporation,ATLC,2.88,$40.06M,40060000,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc
Atlas Air Worldwide Holdings,AAWW,47.23,$1.17B,1170000000,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/aaww
"Atlas Financial Holdings, Inc.",AFH,17.65,$207.77M,207770000,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh
Atmel Corporation,ATML,8.38,$3.5B,3500000000,1991,Technology,Semiconductors,http://www.nasdaq.com/symbol/atml
Atossa Genetics Inc.,ATOS,1.64,$40.29M,40290000,2012,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atos
"AtriCure, Inc.",ATRC,18.5,$508.21M,508210000,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc
ATRION Corporation,ATRI,317.01,$617.36M,617360000,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri
"ATRM Holdings, Inc.",ATRM,3.36,$3.99M,3990000,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/atrm
Attunity Ltd.,ATTU,9.65,$146.48M,146480000,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/attu
"Auburn National Bancorporation, Inc.",AUBN,24.7499,$90.17M,90170000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn
"Audience, Inc.",ADNC,4.67,$107.3M,107300000,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/adnc
AudioCodes Ltd.,AUDC,5.37,$227.15M,227150000,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc
Aurinia Pharmaceuticals Inc,AUPH,3.84,$122.18M,122180000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auph
Auris Medical Holding AG,EARS,5.8,$167.94M,167940000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ears
"Auspex Pharmaceuticals, Inc.",ASPX,70.25,$2.2B,2200000000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aspx
Authentidate Holding Corp.,ADAT,0.82,$34.25M,34250000,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adat
Autobytel Inc.,ABTL,10,$90.29M,90290000,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/abtl
"Autodesk, Inc.",ADSK,62.37,$14.19B,14190000000,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk
"AutoGenomics, Inc.",AGMX,n/a,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agmx
"Automatic Data Processing, Inc.",ADP,88.685,$42.14B,42140000000,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp
Avago Technologies Limited,AVGO,112.06,$28.61B,28610000000,2009,Technology,Semiconductors,http://www.nasdaq.com/symbol/avgo
"Avalanche Biotechnologies, Inc.",AAVL,40.06,$995.08M,995080000,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aavl
"Avenue Financial Holdings, Inc.",AVNU,11.75,$117.62M,117620000,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/avnu
"AVEO Pharmaceuticals, Inc.",AVEO,0.9297,$48.58M,48580000,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo
"Aviat Networks, Inc.",AVNW,1.27,$79.16M,79160000,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw
"Avid Technology, Inc.",AVID,14.74,$578.01M,578010000,1993,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/avid
"Avinger, Inc.",AVGR,10.41,$106.49M,106490000,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/avgr
"Avis Budget Group, Inc.",CAR,62.45,$6.63B,6630000000,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/car
"Aware, Inc.",AWRE,4.59,$104.95M,104950000,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/awre
"Axcelis Technologies, Inc.",ACLS,2.7,$302.41M,302410000,2000,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acls
"Axion Power International, Inc.",AXPW,0.46,$3.28M,3280000,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/axpw
"Axion Power International, Inc.",AXPWW,0.14,n/a,0,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/axpww
"AxoGen, Inc.",AXGN,3.17,$79.02M,79020000,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/axgn
AXT Inc,AXTI,2.64,$86.69M,86690000,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti
B Communications Ltd.,BCOM,17.09,$510.8M,510800000,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom
B.O.S. Better Online Solutions,BOSC,3.1,$4.15M,4150000,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bosc
"B/E Aerospace, Inc.",BEAV,64.54,$6.8B,6800000000,1990,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/beav
"Baidu, Inc.",BIDU,209.63,$73.52B,73520000000,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu
Balchem Corporation,BCPC,58.9,$1.81B,1810000000,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc
"Baldwin & Lyons, Inc.",BWINA,23.8,$356.41M,356410000,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina
"Baldwin & Lyons, Inc.",BWINB,23.19,$347.27M,347270000,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb
"Ballard Power Systems, Inc.",BLDP,2.41,$318.37M,318370000,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp
BancFirst Corporation,BANF,58.97,$913.24M,913240000,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/banf
BancFirst Corporation,BANFP,28.7,$28.7M,28700000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp
Bank Mutual Corporation,BKMU,7.15,$332.93M,332930000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
Bank of Commerce Holdings (CA),BOCH,5.7399,$76.3M,76300000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch
Bank of Marin Bancorp,BMRC,50.18,$297.74M,297740000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc
Bank of South Carolina Corp.,BKSC,14.91,$66.52M,66520000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc
"Bank of the James Financial Group, Inc.",BOTJ,11,$37.01M,37010000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj
Bank of the Ozarks,OZRK,35.5,$2.83B,2830000000,1997,Finance,Major Banks,http://www.nasdaq.com/symbol/ozrk
BankFinancial Corporation,BFIN,11.97,$252.59M,252590000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
"Bankwell Financial Group, Inc.",BWFG,18.82,$133.03M,133030000,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bwfg
Banner Corporation,BANR,44.54,$871.72M,871720000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banr
Barclays Inverse US Treasury Composite ETN,TAPR,32.96,n/a,0,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/tapr
Barington/Hilco Acquisition Corp.,BHACU,9.96,n/a,0,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacu
"Barrett Business Services, Inc.",BBSI,38.57,$274.48M,274480000,1993,Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi
"Bassett Furniture Industries, Incorporated",BSET,25.24,$266.79M,266790000,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/bset
"Bay Bancorp, Inc.",BYBK,4.75,$52.4M,52400000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bybk
Baylake Corp,BYLK,12.31,$112.28M,112280000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bylk
"Bazaarvoice, Inc.",BV,9.24,$726.59M,726590000,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bv
"BBCN Bancorp, Inc.",BBCN,13.78,$1.1B,1100000000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbcn
"BCB Bancorp, Inc. (NJ)",BCBP,11.73,$98.38M,98380000,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp
"BDCA Venture, Inc.",BDCV,4.89,$48.52M,48520000,2011,n/a,n/a,http://www.nasdaq.com/symbol/bdcv
"Beacon Roofing Supply, Inc.",BECN,28.76,$1.42B,1420000000,2004,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn
"Bear State Financial, Inc.",BSF,10.5452,$390.18M,390180000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bsf
"Beasley Broadcast Group, Inc.",BBGI,5.02,$116.02M,116020000,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/bbgi
"bebe stores, inc.",BEBE,3.84,$305.72M,305720000,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/bebe
Bed Bath & Beyond Inc.,BBBY,76.885,$14.27B,14270000000,1992,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby
Bel Fuse Inc.,BELFA,19.38,$230.23M,230230000,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa
Bel Fuse Inc.,BELFB,19.51,$231.77M,231770000,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb
"Bellerophon Therapeutics, Inc.",BLPH,9.42,$121.57M,121570000,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blph
"Bellicum Pharmaceuticals, Inc.",BLCM,21.06,$544.39M,544390000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blcm
"Beneficial Bancorp, Inc.",BNCL,11.22,$843.25M,843250000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl
"Benefitfocus, Inc.",BNFT,21.95,$560.94M,560940000,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bnft
"BG Medicine, Inc.",BGMD,0.8201,$28.23M,28230000,2011,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/bgmd
"BGC Partners, Inc.",BGCP,9.44,$2.07B,2070000000,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp
Big 5 Sporting Goods Corporation,BGFV,12.44,$275.84M,275840000,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bgfv
"BIND Therapeutics, Inc.",BIND,6.42,$106.24M,106240000,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bind
Bio Blast Pharma Ltd.,ORPN,6.91,$98.33M,98330000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orpn
"Bioanalytical Systems, Inc.",BASI,2.0204,$16.32M,16320000,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/basi
"Biocept, Inc.",BIOC,1.45,$6.45M,6450000,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/bioc
"BioCryst Pharmaceuticals, Inc.",BCRX,10.15,$729.42M,729420000,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcrx
Biodel Inc.,BIOD,1.39,$34.12M,34120000,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/biod
"BioDelivery Sciences International, Inc.",BDSI,14.41,$739.03M,739030000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bdsi
Biogen Idec Inc.,BIIB,408.05,$95.73B,95730000000,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/biib
"Biolase, Inc.",BIOL,2.06,$119.72M,119720000,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/biol
"BioLife Solutions, Inc.",BLFS,2.15,$25.98M,25980000,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/blfs
BioLineRx Ltd.,BLRX,2.42,$82.56M,82560000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blrx
BioMarin Pharmaceutical Inc.,BMRN,107.16,$15.8B,15800000000,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmrn
"Bio-Path Holdings, Inc.",BPTH,2.13,$190.08M,190080000,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bpth
"Bio-Reference Laboratories, Inc.",BRLI,34.32,$952.37M,952370000,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/brli
"BioScrip, Inc.",BIOS,6.04,$414.56M,414560000,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bios
BioShares Biotechnology Clinical Trials Fund,BBC,30.661,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbc
BioShares Biotechnology Products Fund,BBP,29.7493,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbp
