id,name,country,status,formed_in,genre,theme,active
329,Ambivalence,Ukraine,Active,2001,Death Metal,Problems of Morality| Frustration,2001-present
330,Amboss,Germany,Split-up,N/A,Death Metal,War| Death| Suicide| Insanity,N/A
331,Ambrossia,Switzerland,Split-up,1994,Death Metal,N/A,1994-2006
332,Ambush,Serbia,Active,2001,Death Metal,Society,2001-present
333,Amelus,Australia,Active,2013,Death Metal,N/A,2013-present
334,Amenophis,Sweden,Split-up,1988,Death Metal,N/A,1988-1993
335,Amenophis,United Kingdom,Split-up,N/A,Death Metal,N/A,N/A
336,Amenthes,United States,Active,2013,Death Metal,Occult| Oppresion| Horror| Mythology| Reality,2013-present
337,Amenthis,Brazil,Split-up,1993,Death Metal,N/A,1993-?
338,Amentia,Germany,Split-up,N/A,Death Metal,Depression| War,N/A
339,Amenty,Russia,Split-up,2006,Death Metal,Life after death| serial killers,2006-?
340,Amerced,United States,Active,1994,Death Metal,N/A,1994-present
341,Amid Pain,United States,Split-up,1997,Death Metal,N/A,1997-?
342,Ammonium,Russia,Active,2011,Death Metal,Death| War,2011-present
343,Amok,Czech Republic,Active,1999,Death Metal,Death| Gore| Brutality,1999-present
344,Amon,Poland,Split-up,N/A,Death Metal,Death| Amon,N/A
345,Amon,United States,Active,1987,Death Metal,Satanism| Anti-Christianity| Death,1987-1989| 1989-present (as Deicide)| 2007-present
346,Among Disaster,Venezuela,Active,2011,Death Metal,Horror,2011-present
347,Among Gods,Norway,Active,2010,Death Metal,N/A,2010-present
348,Amor e Morte,United Kingdom,Unknown,2004,Death Metal,Perverting,2004-?
349,Amorbital,Slovakia,Split-up,1993,Death Metal,Mythology,1993-2000
350,Amordeum,United States,Unknown,1999,Death Metal,Christianity,1999-?
351,Amorite,Hungary,Active,2014,Death Metal,Ancient Mythology| Spiritualism| Inner Suffering,2014-present
352,Amorph,Germany,Split-up,N/A,Death Metal,N/A,N/A
353,Amorphous Mass,United Kingdom,Split-up,N/A,Death Metal,N/A,N/A
354,Ampulex Dementor,Sweden,Active,2015,Death Metal,N/A,2015-present
355,Amputate,Portugal,Active,2011,Death Metal,Gore,2011-present
356,Amputation,Netherlands,Changed name,2007,Death Metal,Gore,2007| 2007-2010 (as Brutal Assault)
357,Amputation,Norway,Split-up,1988,Death Metal,Darkness| Death,1988-1990
358,Amputation,Russia,Split-up,1990,Death Metal,Death| Pain,1990-?
359,Amputation,United States,Split-up,N/A,Death Metal,N/A,N/A
360,Amputator,Russia,Split-up,1995,Death Metal,Death| Perversions| Gore,1995-?
361,Amputory,Finland,Active,2009,Death Metal,Death| Mutilation,2009-present
362,Amüza,Japan,Active,2002,Death Metal,Death| Paranoia| Suffering,2002-present
363,Anacatarsis,Mexico,Active,2004,Death Metal,N/A,2004-present
364,Anaiash,Poland,Split-up,1992,Death Metal,N/A,1992 (as Bhaphomertus)| 1992-?
365,Anal Exorcism,United States,Active,2014,Death Metal,N/A,2014-present
366,Anal Fister,Austria,Active,N/A,Death Metal,N/A,N/A
367,Anal Stench,Poland,Split-up,2001,Death Metal,Social Issues| Anti-Stalinism| Death,2001-2006| 2012
368,Anally Raped by Satan,United States,Unknown,2000,Death Metal,Gore| Horror| Death| Blood,2000-?
369,Analogy,United States,Split-up,N/A,Death Metal,N/A,N/A
370,Anaphilaxy,France,Split-up,N/A,Death Metal,N/A,N/A
371,Anaphora,Austria,Split-up,N/A,Death Metal,N/A,N/A
372,Anarchos,Netherlands,Active,2010,Death Metal,Death| Decay| Occult,2010-present
373,Anarchus,Switzerland,Split-up,1988,Death Metal,Death| Gore| Blood,1988-?
374,Anarco Terror,Italy,Active,2013,Death Metal,Horror| Death| Gore,2013-present
375,Anasarca,Germany,Active,1995,Death Metal,Death| Dying| Terminal Illness,1995-present
376,Anatema,Spain,Split-up,1991,Death Metal,N/A,1991-?
377,Anathema,Finland,Split-up,1989,Death Metal,N/A,1989 (as Funeration)| 1989-1991
378,Anathemized,Poland,Changed name,1992,Death Metal,Polish History| War,? (as Suffocation)| 1992-1996| 2011-2013| 2013-present (as Wardust)
379,Anatomical Plastination,Mexico,Active,2015,Death Metal,Pathology| Gore,2015-present
380,Anatomy,United States,Split-up,2004,Death Metal,Gore| Sex| Medical Disasters,2004-?
381,Anatomy of I,Netherlands,Active,N/A,Death Metal,N/A,N/A
382,Anax,Brazil,Unknown,2000,Death Metal,Evil| Anti-Christianity| Death,2000-?
383,Ancestor,Brazil,Active,1996,Death Metal,Evil| Religion| Death,1996-present
384,Ancestor,United States,Active,1997,Death Metal,Death,1997-present
385,Ancestral,Canada,Active,1990,Death Metal,N/A,1990-present
386,Ancestral,Chile,Active,2000,Death Metal,Death| Warriors| War| Vomit,2000-present
387,Ancestral Legion,Colombia,Split-up,2006,Death Metal,Doom| Violence,2006-?
388,Ancestral Malediction,Brazil,Active,1994,Death Metal,Antichristianity| Chaos| Religion,1994-present
389,Ancient Ascendant,United Kingdom,Active,2005,Death Metal,Anti-Religion| Inner strength| Will,2003-2005 (as Heretic)| 2005-present
390,Ancient at Birth,United States,Split-up,2005,Death Metal,N/A,2005-2013
391,Ancient Balls,Greece,Unknown,2009,Death Metal,N/A,2009-?
392,Ancient Crypts,Chile,Active,2012,Death Metal,Ancient pre-Columbian cultures| H.P. Lovecraft| Death,2012-present
393,Ancient Decay,United States,On hold,2011,Death Metal,N/A,2011-present
394,Ancient Existence,Germany,Split-up,2000,Death Metal,Gore| Death| Hatred,2000-2010
395,Ancient Gods,United States,Active,1998,Death Metal,Aztec-Mayan Paganism,1998-present
396,Ancient Misery,Finland,Split-up,2000,Death Metal,death| suffering| misery,2000-2002
397,And All Was Lost,United States,Active,N/A,Death Metal,N/A,N/A
398,Andeathion,United States,Split-up,2000,Death Metal,N/A,2000-2006
399,Anemia,Indonesia,Active,2008,Death Metal,N/A,2008-present
400,Anencephalic,United Kingdom,Active,N/A,Death Metal,N/A,N/A
401,Anencephalus,Germany,Split-up,1994,Death Metal,N/A,1994-2004
402,Anesthesia,Brazil,Changed name,1994,Death Metal,N/A,1994-1998| 1998-present (as Abominattion)
403,Aneurysm,United States,Split-up,1994,Death Metal,Murder| Necrophilia| Violence| Satanism,1994-?
404,Anfall Norr,France,Split-up,2008,Death Metal,N/A,2008-2013
405,Angel Accelerator Death,Denmark,Split-up,N/A,Death Metal,N/A,N/A
406,Angel Death,Italy,Split-up,1984,Death Metal,Anti-Christianity| War,1984-1993
407,Angel Guts,United States,Active,2005,Death Metal,Satan| Anti-Christian,?-2005 (as Reverted)| 2005-present
408,Angel Negro,Colombia,Split-up,1991,Death Metal,Social Problems| Politics,1991-?
409,Angel's Decay,Slovakia,Active,1998,Death Metal,N/A,1998-present
410,Angeldeath,United States,Active,2001,Death Metal,Satan| H.P Lovecraft| Transcendence,?-? (as Black Omen)| 2001-2004| 2009-present
411,Angelic Damnation,United Kingdom,Split-up,1998,Death Metal,Evil| Satanism| Death,1998 (as Just Another Victim)| 1998-2001| 2007-?
412,Angelic Rebellion,Philippines,Split-up,2006,Death Metal,Destruction,2006-2010
413,Angelus Infernus,United States,Split-up,2004,Death Metal,War| Anti-Christian themes,2004-?
414,Anger,Canada,Active,2014,Death Metal,Personal,2014-present
415,Anger,Poland,Split-up,1997,Death Metal,Lifeless| Death| Evil,1997-?
416,Angerise,Brazil,Unknown,2004,Death Metal,Nihilism| War| Death| Violence| Chaos,2004-?
417,Angerpath,Poland,Unknown,2007,Death Metal,Death| Violence| Gore| Suffering,2007-?
418,Angerseed,Hungary,Active,2007,Death Metal,N/A,2007-present
419,Angerstorm,Chile,Split-up,2000,Death Metal,Brutality| Gore| Anti-scum,2000-?
420,Angist,Iceland,Active,2009,Death Metal,Destructive Behaviour| Degeneration| Human Misery,2009-present
421,Angoixa,Spain,Active,2014,Death Metal,Fantasy| Mythology| Death,2014-present
422,Angrist,Greece,Split-up,N/A,Death Metal,N/A,N/A
423,Anguish,Finland,Split-up,1989,Death Metal,Death| Gore| Suffering,1989-?
424,Anguish,United States,Active,N/A,Death Metal,N/A,N/A
425,Anhoxia,Chile,Split-up,2000,Death Metal,Life| Social Issues,2000-2006
426,Anima Inmortalis,Chile,Active,2001,Death Metal,Astral| Poetry| Philosophy| Life and Death,2001-present
427,Anima Vilis,Poland,Split-up,1991,Death Metal,Black Side of Life| Death| Devil| Human Minds,1991-1992 (as Zwiastun)| 1992-?
428,Animalator,Greece,Active,1995,Death Metal,Animal Rights,1995-?| 2008-present
429,Animals Grace,Germany,Split-up,1991,Death Metal,N/A,1991-?
430,Animas,Spain,Split-up,1994,Death Metal,N/A,1994-2001
431,Animate Death,Poland,Split-up,2002,Death Metal,Death| Fear,2002-?
432,Anime Torment,Czech Republic,Active,2007,Death Metal,N/A,2007-present
433,Animhate,Italy,Active,2011,Death Metal,N/A,2011-present
434,Animistic Evil,United States,Unknown,N/A,Death Metal,N/A,N/A
435,Animosity,Germany,Split-up,1999,Death Metal,N/A,1999-?
436,Animosity,Hungary,Split-up,N/A,Death Metal,N/A,N/A
437,Ankle Deep in Blood,Australia,Split-up,2004,Death Metal,Gore,2004-?
438,Annaesseker,Indonesia,Active,2009,Death Metal,N/A,2009-present
439,Annihilate,Peru,Active,2006,Death Metal,The Soul,2006-present
440,Annihilation,Denmark,On hold,2005,Death Metal,Gore| Death,2005-?
441,Annihilation Text,Canada,Split-up,2005,Death Metal,N/A,2005-?
442,Annoyance,United Kingdom,Split-up,1990,Death Metal,N/A,1990-?
443,Annunciation,United Kingdom,Active,2011,Death Metal,Death| Political,2011-present
444,Anomaly,Lithuania,Active,1993,Death Metal,Anti-religion,1993-present
445,Anomaly,United States,Active,2011,Death Metal,N/A,2011-present
446,Anopheles,Brazil,Split-up,N/A,Death Metal,Agony| Problems| Humanity,N/A
447,Anorexia,France,Split-up,1995,Death Metal,N/A,1995-?
448,Anorkia,Brazil,Split-up,1990,Death Metal,N/A,1990-?
449,Another World,Germany,Split-up,1994,Death Metal,N/A,1994-2000
450,Anoxide,United Kingdom,Active,2012,Death Metal,Anti-Government| Humanity| Anger| Religion,2011-2012 (as War Machine)| 2012-present
451,Anphisbenah,Brazil,Unknown,1996,Death Metal,N/A,1996-?
452,Antagonism,Italy,Active,2005,Death Metal,N/A,2005-present
453,Antagonized,Panama,Active,2006,Death Metal,Death| War| Chaos| Human Behaviour| Insanity,2006-present
454,Antarctica,Norway,Split-up,1999,Death Metal,Destruction| Mutilation| Sadness,1999-2005
455,Antarctica,United States,Active,2009,Death Metal,Murder| Death| Life| Dark Humour,2007-2009 (as Dine upon the Flesh)| 2009-present
456,Antares,Poland,Changed name,1997,Death Metal,The Soul| Life,1997-2000| 2000-present (as Bloodpaint)
457,Antarktis Utopia,Finland,Split-up,1997,Death Metal,Death| Tragedy| Suffering,1997-2009
458,Ante Mortem,Germany,Split-up,1992,Death Metal,N/A,1992 (as Necrophiliac)| 1992-1993
459,Anthagonist,Canada,Split-up,1987,Death Metal,N/A,1987-?
460,Antharia,Bolivia,Split-up,N/A,Death Metal,N/A,?-2004
461,Anthem,Poland,Active,2005,Death Metal,Necronomicon| Magic| Anti-Religion| War| Darkness,2005-present
462,Anthracite,Germany,Active,2004,Death Metal,N/A,2004-present
463,Anthrocite,United Kingdom,Split-up,2006,Death Metal,N/A,2006-?
464,Anthrophagus,Belgium,Active,2007,Death Metal,Causing Mental and Physical Pain,2007-present
465,Anthropinism,Chile,Split-up,1990,Death Metal,Death| depression,1990-?
466,Anthropophagical Warfare,Brazil,Split-up,2001,Death Metal,War| Death| Damnation,2001-?
467,Anthropophagus,Canada,Split-up,N/A,Death Metal,N/A,N/A
468,Anthrovore,United States,Active,2006,Death Metal,Gore| Death,2006-present
469,Anticipation,Germany,Split-up,2001,Death Metal,Christianity| Faith| Struggles of Life,2001-?
470,Anticristo,Mexico,Split-up,1988,Death Metal,Anti-Christianity| Satanism,1988-?
471,Antipathy,United States,Active,N/A,Death Metal,N/A,N/A
472,Antiquarium,Mexico,Split-up,N/A,Death Metal,N/A,N/A
473,Antisemitex,Poland,Active,1997,Death Metal,NS| Holocaust,1997-present
474,Antisma,United States,Split-up,1991,Death Metal,Satanic| Occult,1991-?
475,Antisocial,Thailand,Split-up,1998,Death Metal,N/A,1998-?
476,AntiVoid,Portugal,Active,2012,Death Metal,N/A,2005-2012 (as The Endgate)| 2012-present
477,Anton,Mexico,Active,1994,Death Metal,Satan| Death| Chaos| Hate| Destruction,1994-present
478,Antrochaotic,Brazil,Active,2002,Death Metal,N/A,2002-present
479,Antrodemus,Indonesia,Active,2007,Death Metal,Death| Mythology,2007-present
480,Antropomorfia,Spain,Split-up,1989,Death Metal,Gore| Death,1989-?
481,Antropomorphia,Netherlands,Active,1989,Death Metal,Death| Gore| Perversion| Necrophilia,1989-1990 (as Dethroned Empire)| 1990-1999| 2009-present
482,Antrum,Argentina,Active,2015,Death Metal,N/A,2015-present
483,Antrum,Poland,Split-up,1993,Death Metal,N/A,1993-?
484,Anubis,Sweden,Active,2006,Death Metal,Mythologies| Ancient Cultures,2006-present
485,Anxiety,Switzerland,Active,1995,Death Metal,N/A,1995-present
486,Aparathus,Germany,Active,2006,Death Metal,N/A,2006-present
487,Apathy,United Kingdom,Split-up,1992,Death Metal,N/A,1992-?
488,Apeiron,Colombia,Changed name,1999,Death Metal,N/A,1999-2002| 2002-2005 (as Cysted)
489,Apex,United States,Split-up,N/A,Death Metal,N/A,N/A
490,Aphelion,France,Split-up,2004,Death Metal,N/A,2004-?
491,Aphelion,Germany,Split-up,2000,Death Metal,Disgust| Depression| Agony,2000-?
492,Aphob,France,Split-up,1994,Death Metal,Hate| Anger,1994-?
493,Aphoristic Style,Germany,Split-up,1993,Death Metal,N/A,1993-1996
494,Aphotic,United States,Active,2016,Death Metal,N/A,2011-2016 (as Betray the Prophet)| 2016-present
495,Aphyxion,Denmark,Active,2006,Death Metal,Death| Hate| Pain,2006-present
496,Apnea,United States,Active,1999,Death Metal,N/A,1999-present
497,Apoc Death,United States,Split-up,1993,Death Metal,Death| Doom| Destruction,1993-1995| 1993-?
498,Apocalypse Warhead,Finland,Active,2001,Death Metal,Death| Destruction| Evil| War,2001-present
499,ApocalypseHead,United States,Active,2004,Death Metal,N/A,2004-present
500,Apocalypsis,Canada,Split-up,N/A,Death Metal,N/A,N/A
501,Apocalyptic,Poland,Split-up,1992,Death Metal,N/A,1992-?
502,Apocalyptic,Spain,Split-up,1996,Death Metal,N/A,1996 (as Apocalyptic Devastation)| 1996-2000| 2008-2009
503,Apocalyptic Domination,Chile,Split-up,2012,Death Metal,Chaos| Violence| Ignorance,2012-2015
504,Apocalyptic Fear,Canada,Split-up,1991,Death Metal,Death| Hate| Darkness,1991-1994
505,Apocalyptic Horror,United States,Active,1993,Death Metal,N/A,1993-1995| 2005-present
506,Apocalyptic Visions,United States,Split-up,2001,Death Metal,Hatred| Anti-Humanity| Anti-Christian,2001-2012
507,Apocrafyx,United States,Split-up,1992,Death Metal,Death| Despair| Misery,1992-1994
508,Apocryfal,Finland,Active,2009,Death Metal,Death| Mythology| Religion,2009-present
509,Apocryphal,Mexico,Split-up,1994,Death Metal,Sadness| Death| Darkness,1994-?
510,Apocryphal,United States,Active,2012,Death Metal,Death| Gore| Horror,2012-present
511,Apogem,Poland,Split-up,N/A,Death Metal,N/A,N/A
512,Apollyn,United States,Changed name,1994,Death Metal,Gore| Blasphemy,1994-1997| 1997-present (as Evil Incarnate)
513,Apollyon,Canada,Active,2014,Death Metal,Death| Addiction| Insanity| Spirit|,2014-present
514,Apontokation,Spain,Active,2009,Death Metal,N/A,2009-present
515,Apophis,Germany,Active,1990,Death Metal,Death| Egyptian Mythology| Occultism,1989-1990 (as Raise Hell)| 1990-present
516,Apophizys,Brazil,Active,2012,Death Metal,Destruction| Gore| Humanity,2005-? (as SlaughterFleshcult)| 2012-present
517,Apoplexy,Finland,Changed name,1990,Death Metal,Suffering| murder| death,1990-1993| 1993-present (as Excrement)
518,Apoplexy,France,Unknown,1992,Death Metal,N/A,1992-?
519,Apoplexy,Slovakia,Split-up,1993,Death Metal,N/A,1993-2000
520,Apoptosis,Bolivia,Split-up,2007,Death Metal,N/A,2007-?
521,Aposento,Spain,Active,1990,Death Metal,Satanism| Anti-religion| Death| Gore| Horror,1990-1997| 2012-present
522,Apostas,Romania,Split-up,1992,Death Metal,N/A,1992-?
523,Apostasia,Brazil,Split-up,1989,Death Metal,N/A,1989-?
524,Apostasia,Italy,Split-up,1995,Death Metal,N/A,1995-?
525,Apostasy,Australia,Split-up,1990,Death Metal,N/A,1990-?
526,Apostasy,Canada,Split-up,2000,Death Metal,Death| Destruction| Apocalypse| Religion| Satanism,2000-?
527,Apostasy,Germany,Split-up,2001,Death Metal,N/A,2001-2003
528,Apostasy,United States,Split-up,1991,Death Metal,Black Arts,1991-1995
529,Aposthem,France,Active,2006,Death Metal,N/A,2006-present
530,Apostle of Dementia,France,On hold,1997,Death Metal,N/A,1997-present
531,Apotemnophobia,Mexico,Active,2013,Death Metal,N/A,2013-present
532,Apotheoses,Germany,Split-up,1995,Death Metal,N/A,1995-1996
533,Approached by a God,Canada,Active,2004,Death Metal,Society| Life| Violence,2004-present
534,Apriori Death,Colombia,Active,2006,Death Metal,Death| Society| Violence,2006-present
535,Aprosopy,Germany,Active,1997,Death Metal,N/A,1997-2002| 2009-present
536,Aquelarre,Peru,Changed name,2000,Death Metal,N/A,2000-?| ?-present (as Dissector)
537,Arabian Death Mask,United States,Active,2012,Death Metal,N/A,2012-present
538,Arachne,Czech Republic,Split-up,2000,Death Metal,N/A,2000-?
539,Arachnid,Malta,Split-up,1996,Death Metal,Movies| Social Issues,1996-2008| 2010-2011
540,Arachnids,Nepal,Split-up,2006,Death Metal,Atheism| Hinduism| War,2006-?
541,Arachnophobia,Ukraine,Split-up,1992,Death Metal,Sadism| Violence| Narcotism| Anti-warfare| Mysticism,1992-1994
542,Arakhne,International,Active,2008,Death Metal,N/A,2008-present
543,Aramaic,United Arab Emirates,Active,2011,Death Metal,Aramean history| Assyro-Babylonian civilization| Myths| Folktales| Religion,2011-present
544,Aratron,Netherlands,Active,2000,Death Metal,War| Religion| Destruction of mankind,2000-2002| 2008-present
545,Arbiter,United States,Split-up,2005,Death Metal,Misanthropy| Destruction| Environment,2005-?
546,Arbitrator,United States,Changed name,2005,Death Metal,Prophetic| Political,2005-2012| 2012-present (as Galaxy Crusher)
547,Arcane,El Salvador,Split-up,2002,Death Metal,Apocalypse| Destruction| Darkness,2002-2007
548,Arcane,Netherlands,Split-up,1996,Death Metal,Darkness| Death,1996-?
549,Arcane Aeon,Brazil,Split-up,2001,Death Metal,N/A,2001-2010
550,Arcanum,Austria,Split-up,2004,Death Metal,N/A,2004-2009
551,Archaic Icon,France,Active,1999,Death Metal,death| social| destruction,1999-?| 2012-present
552,Archaic Thorn,Germany,Active,2010,Death Metal,Occult,2010-present
553,Archaios Ophios,Russia,Split-up,2003,Death Metal,Occult| the Cthulhu mythos,2003-2008
554,Archanger,Poland,Split-up,1999,Death Metal,Death| Darkness| Sadness,1999-2006
555,Archegonus,Chile,Active,1998,Death Metal,N/A,1993-1996 (as Utopia)| 1997-1998 (as Delirium Tremens)| 1998-present
556,Archeopcys,Mexico,Active,2010,Death Metal,Death| Diseases| Realism,2010-present
557,Archimime,United States,Active,2008,Death Metal,N/A,2008-present
558,Architecture of Aggression,South Africa,Split-up,1995,Death Metal,Anti-Christian| Society| Politics,1995-2011
559,Arcosolium,Sweden,On hold,2008,Death Metal,Death| Agony| War,2008-2012
560,Arctic Symphony,United States,Split-up,1995,Death Metal,N/A,1995-?
561,Arcturus,United States,Split-up,1990,Death Metal,Death| Torture,1990-?
562,Arduous Task,United States,Active,2008,Death Metal,History| War| Anti-Religion,2008 (as Subhuman Slaughter)| 2008-present
563,Argentry,Netherlands,Split-up,N/A,Death Metal,N/A,N/A
564,Arhat,Mexico,Split-up,N/A,Death Metal,N/A,N/A
565,Arhont,Macedonia (FYROM),On hold,2005,Death Metal,Occultism| Lovecraft/Cthulhu Mythos,2005-present
566,Aries Vehemens,Poland,Active,2002,Death Metal,Necrosodomy,2002-present
567,Arioch,United States,Split-up,N/A,Death Metal,N/A,N/A
568,Arise,Denmark,Split-up,N/A,Death Metal,N/A,N/A
569,Arius,United States,Split-up,1992,Death Metal,N/A,1992-1994 (as Eviscerate)| 1994-?
